unit,sex,age,acl00,geo\time	2010 	2000 
PTP_RT,F,Y25-44,AC0,BG	: 	100.0 
PTP_RT,F,Y25-44,AC0,DE	100 	100.0 
PTP_RT,F,Y25-44,AC0,EE	100 	100.0 
PTP_RT,F,Y25-44,AC0,EL	100 	: 
PTP_RT,F,Y25-44,AC0,ES	100 	100.0 
PTP_RT,F,Y25-44,AC0,FI	100 	100.0 
PTP_RT,F,Y25-44,AC0,FR	100 	100.0 
PTP_RT,F,Y25-44,AC0,HU	100 	: 
PTP_RT,F,Y25-44,AC0,IT	100 	100.0 
PTP_RT,F,Y25-44,AC0,LT	: 	100.0 
PTP_RT,F,Y25-44,AC0,LU	100 	: 
PTP_RT,F,Y25-44,AC0,LV	: 	100.0 
PTP_RT,F,Y25-44,AC0,NL	98.6 	: 
PTP_RT,F,Y25-44,AC0,NO	100 	100.0 
PTP_RT,F,Y25-44,AC0,PL	100 	100.0 
PTP_RT,F,Y25-44,AC0,RO	100 	: 
PTP_RT,F,Y25-44,AC0,RS	100 	: 
PTP_RT,F,Y25-44,AC0,SI	: 	100.0 
PTP_RT,F,Y25-44,AC0,TR	100 	: 
PTP_RT,F,Y25-44,AC0,UK	100 	100.0 
PTP_RT,F,Y25-44,AC01,AT	99.9 	: 
PTP_RT,F,Y25-44,AC01,BE	100 	100.0 
PTP_RT,F,Y25-44,AC01,BG	: 	100.0 
PTP_RT,F,Y25-44,AC01,DE	100 	100.0 
PTP_RT,F,Y25-44,AC01,EE	100 	99.6 
PTP_RT,F,Y25-44,AC01,EL	100 	: 
PTP_RT,F,Y25-44,AC01,ES	100 	99.9 
PTP_RT,F,Y25-44,AC01,FI	100 	99.9 
PTP_RT,F,Y25-44,AC01,FR	99.8 	100.0 
PTP_RT,F,Y25-44,AC01,HU	100 	: 
PTP_RT,F,Y25-44,AC01,IT	100 	100.0 
PTP_RT,F,Y25-44,AC01,LT	: 	100.0 
PTP_RT,F,Y25-44,AC01,LU	100 	: 
PTP_RT,F,Y25-44,AC01,LV	: 	100.0 
PTP_RT,F,Y25-44,AC01,NL	98.6 	: 
PTP_RT,F,Y25-44,AC01,NO	100 	100.0 
PTP_RT,F,Y25-44,AC01,PL	100 	100.0 
PTP_RT,F,Y25-44,AC01,RO	100 	: 
PTP_RT,F,Y25-44,AC01,RS	100 	: 
PTP_RT,F,Y25-44,AC01,SI	: 	100.0 
PTP_RT,F,Y25-44,AC01,TR	100 	: 
PTP_RT,F,Y25-44,AC01,UK	99.8 	100.0 
PTP_RT,F,Y25-44,AC02,AT	97.6 	: 
PTP_RT,F,Y25-44,AC02,BE	99.9 	99.4 
PTP_RT,F,Y25-44,AC02,BG	: 	99.9 
PTP_RT,F,Y25-44,AC02,DE	98.0 	98.3 
PTP_RT,F,Y25-44,AC02,EE	98.1 	98.7 
PTP_RT,F,Y25-44,AC02,EL	99.1 	: 
PTP_RT,F,Y25-44,AC02,ES	100 	99.9 
PTP_RT,F,Y25-44,AC02,FI	99.2 	99.5 
PTP_RT,F,Y25-44,AC02,FR	99.2 	99.9 
PTP_RT,F,Y25-44,AC02,HU	99.9 	: 
PTP_RT,F,Y25-44,AC02,IT	100 	99.9 
PTP_RT,F,Y25-44,AC02,LT	: 	99.3 
PTP_RT,F,Y25-44,AC02,LU	99.7 	: 
PTP_RT,F,Y25-44,AC02,LV	: 	99.6 
PTP_RT,F,Y25-44,AC02,NL	97.6 	: 
PTP_RT,F,Y25-44,AC02,NO	99.3 	99.5 
PTP_RT,F,Y25-44,AC02,PL	99.1 	99.7 
PTP_RT,F,Y25-44,AC02,RO	100 	: 
PTP_RT,F,Y25-44,AC02,RS	99.6 	: 
PTP_RT,F,Y25-44,AC02,SI	: 	98.5 
PTP_RT,F,Y25-44,AC02,TR	99.7 	: 
PTP_RT,F,Y25-44,AC02,UK	95.0 	97.6 
PTP_RT,F,Y25-44,AC03,AT	95.2 	: 
PTP_RT,F,Y25-44,AC03,BE	98.0 	97.9 
PTP_RT,F,Y25-44,AC03,BG	: 	96.0 
PTP_RT,F,Y25-44,AC03,DE	97.4 	98.2 
PTP_RT,F,Y25-44,AC03,EE	96.2 	98.8 
PTP_RT,F,Y25-44,AC03,EL	99.4 	: 
PTP_RT,F,Y25-44,AC03,ES	97.8 	97.7 
PTP_RT,F,Y25-44,AC03,FI	97.0 	97.3 
PTP_RT,F,Y25-44,AC03,FR	94.7 	96.6 
PTP_RT,F,Y25-44,AC03,HU	99.8 	: 
PTP_RT,F,Y25-44,AC03,IT	98.0 	99.1 
PTP_RT,F,Y25-44,AC03,LT	: 	99.5 
PTP_RT,F,Y25-44,AC03,LU	98.3 	: 
PTP_RT,F,Y25-44,AC03,LV	: 	89.7 
PTP_RT,F,Y25-44,AC03,NL	97.6 	: 
PTP_RT,F,Y25-44,AC03,NO	99.0 	99.6 
PTP_RT,F,Y25-44,AC03,PL	98.8 	99.5 
PTP_RT,F,Y25-44,AC03,RO	100 	: 
PTP_RT,F,Y25-44,AC03,RS	97.9 	: 
PTP_RT,F,Y25-44,AC03,SI	: 	96.3 
PTP_RT,F,Y25-44,AC03,TR	88.4 	: 
PTP_RT,F,Y25-44,AC03,UK	96.0 	96.1 
PTP_RT,F,Y25-44,AC1A,AT	51.4 	: 
PTP_RT,F,Y25-44,AC1A,BE	45.3 	44.5 
PTP_RT,F,Y25-44,AC1A,BG	: 	45.6 
PTP_RT,F,Y25-44,AC1A,DE	44.7 	42.3 
PTP_RT,F,Y25-44,AC1A,EE	44.9 	52.3 
PTP_RT,F,Y25-44,AC1A,EL	39.4 	: 
PTP_RT,F,Y25-44,AC1A,ES	46.3 	42.7 
PTP_RT,F,Y25-44,AC1A,FI	41.2 	45.8 
PTP_RT,F,Y25-44,AC1A,FR	44.5 	43.9 
PTP_RT,F,Y25-44,AC1A,HU	43.2 	: 
PTP_RT,F,Y25-44,AC1A,IT	43.3 	39.6 
PTP_RT,F,Y25-44,AC1A,LT	: 	57.4 
PTP_RT,F,Y25-44,AC1A,LU	51.1 	: 
PTP_RT,F,Y25-44,AC1A,LV	: 	59.3 
PTP_RT,F,Y25-44,AC1A,NL	42.5 	: 
PTP_RT,F,Y25-44,AC1A,NO	46.2 	47.6 
PTP_RT,F,Y25-44,AC1A,PL	43.7 	45.1 
PTP_RT,F,Y25-44,AC1A,RO	50.7 	: 
PTP_RT,F,Y25-44,AC1A,RS	43.6 	: 
PTP_RT,F,Y25-44,AC1A,SI	: 	54.3 
PTP_RT,F,Y25-44,AC1A,TR	25.9 	: 
PTP_RT,F,Y25-44,AC1A,UK	43.1 	42.9 
PTP_RT,F,Y25-44,AC1B,AT	21.8 	: 
PTP_RT,F,Y25-44,AC1B,BE	16.3 	2.2 
PTP_RT,F,Y25-44,AC1B,BG	: 	7.8 
PTP_RT,F,Y25-44,AC1B,DE	8.4 	11.0 
PTP_RT,F,Y25-44,AC1B,EE	6.9 	12.1 
PTP_RT,F,Y25-44,AC1B,EL	1.7 	: 
PTP_RT,F,Y25-44,AC1B,ES	5.1 	3.9 
PTP_RT,F,Y25-44,AC1B,FI	8.9 	8.4 
PTP_RT,F,Y25-44,AC1B,FR	7.1 	2.0 
PTP_RT,F,Y25-44,AC1B,HU	0.5 	: 
PTP_RT,F,Y25-44,AC1B,IT	2.8 	3.1 
PTP_RT,F,Y25-44,AC1B,LT	: 	7.7 
PTP_RT,F,Y25-44,AC1B,LU	9.6 	: 
PTP_RT,F,Y25-44,AC1B,LV	: 	15.8 
PTP_RT,F,Y25-44,AC1B,NL	6.0 	: 
PTP_RT,F,Y25-44,AC1B,NO	4.2 	6.3 
PTP_RT,F,Y25-44,AC1B,PL	5.5 	4.5 
PTP_RT,F,Y25-44,AC1B,RO	8.5 	: 
PTP_RT,F,Y25-44,AC1B,RS	23.9 	: 
PTP_RT,F,Y25-44,AC1B,SI	: 	14.3 
PTP_RT,F,Y25-44,AC1B,TR	2.4 	: 
PTP_RT,F,Y25-44,AC1B,UK	18.4 	7.7 
PTP_RT,F,Y25-44,AC1_TR,AT	53.4 	: 
PTP_RT,F,Y25-44,AC1_TR,BE	46.8 	45.4 
PTP_RT,F,Y25-44,AC1_TR,BG	: 	46.4 
PTP_RT,F,Y25-44,AC1_TR,DE	45.6 	43.1 
PTP_RT,F,Y25-44,AC1_TR,EE	45.2 	53.4 
PTP_RT,F,Y25-44,AC1_TR,EL	40.3 	: 
PTP_RT,F,Y25-44,AC1_TR,ES	48.3 	43.4 
PTP_RT,F,Y25-44,AC1_TR,FI	41.7 	46.0 
PTP_RT,F,Y25-44,AC1_TR,FR	45.8 	45.5 
PTP_RT,F,Y25-44,AC1_TR,HU	43.7 	: 
PTP_RT,F,Y25-44,AC1_TR,IT	43.9 	40.5 
PTP_RT,F,Y25-44,AC1_TR,LT	: 	57.9 
PTP_RT,F,Y25-44,AC1_TR,LU	51.6 	: 
PTP_RT,F,Y25-44,AC1_TR,LV	: 	59.7 
PTP_RT,F,Y25-44,AC1_TR,NL	43.2 	: 
PTP_RT,F,Y25-44,AC1_TR,NO	46.2 	47.7 
PTP_RT,F,Y25-44,AC1_TR,PL	44.8 	46.0 
PTP_RT,F,Y25-44,AC1_TR,RO	50.9 	: 
PTP_RT,F,Y25-44,AC1_TR,RS	44.7 	: 
PTP_RT,F,Y25-44,AC1_TR,SI	: 	54.8 
PTP_RT,F,Y25-44,AC1_TR,TR	26.4 	: 
PTP_RT,F,Y25-44,AC1_TR,UK	44.8 	43.3 
PTP_RT,F,Y25-44,AC2,AT	6.5 	: 
PTP_RT,F,Y25-44,AC2,BE	5.2 	6.9 
PTP_RT,F,Y25-44,AC2,BG	: 	1.5 
PTP_RT,F,Y25-44,AC2,DE	5.6 	6.7 
PTP_RT,F,Y25-44,AC2,EE	4.4 	3.9 
PTP_RT,F,Y25-44,AC2,EL	3.8 	: 
PTP_RT,F,Y25-44,AC2,ES	7.7 	8.4 
PTP_RT,F,Y25-44,AC2,FI	7.1 	7.0 
PTP_RT,F,Y25-44,AC2,FR	4.4 	3.5 
PTP_RT,F,Y25-44,AC2,HU	4.8 	: 
PTP_RT,F,Y25-44,AC2,IT	4.9 	4.6 
PTP_RT,F,Y25-44,AC2,LT	: 	4.3 
PTP_RT,F,Y25-44,AC2,LU	4.8 	: 
PTP_RT,F,Y25-44,AC2,LV	: 	5.3 
PTP_RT,F,Y25-44,AC2,NL	4.7 	: 
PTP_RT,F,Y25-44,AC2,NO	5.2 	7.6 
PTP_RT,F,Y25-44,AC2,PL	3.3 	4.8 
PTP_RT,F,Y25-44,AC2,RO	1.3 	: 
PTP_RT,F,Y25-44,AC2,RS	5.1 	: 
PTP_RT,F,Y25-44,AC2,SI	: 	5.7 
PTP_RT,F,Y25-44,AC2,TR	6.0 	: 
PTP_RT,F,Y25-44,AC2,UK	4.9 	4.4 
PTP_RT,F,Y25-44,AC212,AT	3.2 	: 
PTP_RT,F,Y25-44,AC212,BE	2.0 	1.6 
PTP_RT,F,Y25-44,AC212,BG	: 	1.1 
PTP_RT,F,Y25-44,AC212,DE	1.8 	2.1 
PTP_RT,F,Y25-44,AC212,EE	2.7 	1.3 
PTP_RT,F,Y25-44,AC212,EL	2.7 	: 
PTP_RT,F,Y25-44,AC212,ES	1.3 	2.9 
PTP_RT,F,Y25-44,AC212,FI	4.0 	3.7 
PTP_RT,F,Y25-44,AC212,FR	1.8 	1.2 
PTP_RT,F,Y25-44,AC212,HU	2.0 	: 
PTP_RT,F,Y25-44,AC212,IT	3.6 	3.6 
PTP_RT,F,Y25-44,AC212,LT	: 	2.2 
PTP_RT,F,Y25-44,AC212,LU	1.2 	: 
PTP_RT,F,Y25-44,AC212,LV	: 	2.4 
PTP_RT,F,Y25-44,AC212,NL	1.8 	: 
PTP_RT,F,Y25-44,AC212,NO	3.4 	4.5 
PTP_RT,F,Y25-44,AC212,PL	1.5 	2.7 
PTP_RT,F,Y25-44,AC212,RO	0.6 	: 
PTP_RT,F,Y25-44,AC212,RS	3.8 	: 
PTP_RT,F,Y25-44,AC212,SI	: 	4.3 
PTP_RT,F,Y25-44,AC212,TR	3.5 	: 
PTP_RT,F,Y25-44,AC212,UK	1.9 	1.8 
PTP_RT,F,Y25-44,AC21A,AT	3.2 	: 
PTP_RT,F,Y25-44,AC21A,BE	1.8 	3.9 
PTP_RT,F,Y25-44,AC21A,BG	: 	0.2 
PTP_RT,F,Y25-44,AC21A,DE	2.1 	1.7 
PTP_RT,F,Y25-44,AC21A,EE	1.2 	0.5 
PTP_RT,F,Y25-44,AC21A,EL	1.2 	: 
PTP_RT,F,Y25-44,AC21A,ES	1.6 	1.8 
PTP_RT,F,Y25-44,AC21A,FI	2.5 	3.3 
PTP_RT,F,Y25-44,AC21A,FR	1.3 	1.1 
PTP_RT,F,Y25-44,AC21A,HU	1.5 	: 
PTP_RT,F,Y25-44,AC21A,IT	1.2 	1.3 
PTP_RT,F,Y25-44,AC21A,LT	: 	1.2 
PTP_RT,F,Y25-44,AC21A,LU	0.6 	: 
PTP_RT,F,Y25-44,AC21A,LV	: 	2.8 
PTP_RT,F,Y25-44,AC21A,NL	1.6 	: 
PTP_RT,F,Y25-44,AC21A,NO	1.8 	4.7 
PTP_RT,F,Y25-44,AC21A,PL	0.8 	1.1 
PTP_RT,F,Y25-44,AC21A,RO	0.5 	: 
PTP_RT,F,Y25-44,AC21A,RS	1.8 	: 
PTP_RT,F,Y25-44,AC21A,SI	: 	1.3 
PTP_RT,F,Y25-44,AC21A,TR	2.5 	: 
PTP_RT,F,Y25-44,AC21A,UK	1.4 	1.7 
PTP_RT,F,Y25-44,AC22,AT	1.9 	: 
PTP_RT,F,Y25-44,AC22,BE	1.9 	2.4 
PTP_RT,F,Y25-44,AC22,BG	: 	0.3 
PTP_RT,F,Y25-44,AC22,DE	2.3 	3.9 
PTP_RT,F,Y25-44,AC22,EE	0.9 	2.6 
PTP_RT,F,Y25-44,AC22,EL	0.6 	: 
PTP_RT,F,Y25-44,AC22,ES	5.8 	4.9 
PTP_RT,F,Y25-44,AC22,FI	1.2 	1.4 
PTP_RT,F,Y25-44,AC22,FR	2.2 	1.7 
PTP_RT,F,Y25-44,AC22,HU	1.8 	: 
PTP_RT,F,Y25-44,AC22,IT	1.0 	0.6 
PTP_RT,F,Y25-44,AC22,LT	: 	1.7 
PTP_RT,F,Y25-44,AC22,LU	4.2 	: 
PTP_RT,F,Y25-44,AC22,LV	: 	1.1 
PTP_RT,F,Y25-44,AC22,NL	2.4 	: 
PTP_RT,F,Y25-44,AC22,NO	0.9 	: 
PTP_RT,F,Y25-44,AC22,PL	1.3 	1.5 
PTP_RT,F,Y25-44,AC22,RO	0.4 	: 
PTP_RT,F,Y25-44,AC22,RS	0.8 	: 
PTP_RT,F,Y25-44,AC22,SI	: 	0.7 
PTP_RT,F,Y25-44,AC22,TR	0.9 	: 
PTP_RT,F,Y25-44,AC22,UK	2.0 	1.8 
PTP_RT,F,Y25-44,AC3,AT	97.2 	: 
PTP_RT,F,Y25-44,AC3,BE	96.5 	97.0 
PTP_RT,F,Y25-44,AC3,BG	: 	97.3 
PTP_RT,F,Y25-44,AC3,DE	96.7 	96.8 
PTP_RT,F,Y25-44,AC3,EE	96.5 	97.7 
PTP_RT,F,Y25-44,AC3,EL	94.3 	: 
PTP_RT,F,Y25-44,AC3,ES	94.7 	95.4 
PTP_RT,F,Y25-44,AC3,FI	98.3 	98.6 
PTP_RT,F,Y25-44,AC3,FR	95.3 	97.0 
PTP_RT,F,Y25-44,AC3,HU	98.0 	: 
PTP_RT,F,Y25-44,AC3,IT	94.5 	95.0 
PTP_RT,F,Y25-44,AC3,LT	: 	98.4 
PTP_RT,F,Y25-44,AC3,LU	94.4 	: 
PTP_RT,F,Y25-44,AC3,LV	: 	95.3 
PTP_RT,F,Y25-44,AC3,NL	96.0 	: 
PTP_RT,F,Y25-44,AC3,NO	98.3 	99.2 
PTP_RT,F,Y25-44,AC3,PL	98.3 	98.9 
PTP_RT,F,Y25-44,AC3,RO	96.8 	: 
PTP_RT,F,Y25-44,AC3,RS	97.2 	: 
PTP_RT,F,Y25-44,AC3,SI	: 	97.0 
PTP_RT,F,Y25-44,AC3,TR	96.1 	: 
PTP_RT,F,Y25-44,AC3,UK	96.1 	97.6 
PTP_RT,F,Y25-44,AC313,AT	45.0 	: 
PTP_RT,F,Y25-44,AC313,BE	61.7 	53.4 
PTP_RT,F,Y25-44,AC313,BG	: 	77.5 
PTP_RT,F,Y25-44,AC313,DE	41.3 	54.9 
PTP_RT,F,Y25-44,AC313,EE	53.2 	70.0 
PTP_RT,F,Y25-44,AC313,EL	66.5 	: 
PTP_RT,F,Y25-44,AC313,ES	57.8 	61.2 
PTP_RT,F,Y25-44,AC313,FI	49.2 	53.5 
PTP_RT,F,Y25-44,AC313,FR	42.2 	59.9 
PTP_RT,F,Y25-44,AC313,HU	69.5 	: 
PTP_RT,F,Y25-44,AC313,IT	51.5 	66.3 
PTP_RT,F,Y25-44,AC313,LT	: 	68.7 
PTP_RT,F,Y25-44,AC313,LU	56.7 	: 
PTP_RT,F,Y25-44,AC313,LV	: 	61.6 
PTP_RT,F,Y25-44,AC313,NL	50.8 	: 
PTP_RT,F,Y25-44,AC313,NO	58.1 	62.4 
PTP_RT,F,Y25-44,AC313,PL	64.0 	77.1 
PTP_RT,F,Y25-44,AC313,RO	78.5 	: 
PTP_RT,F,Y25-44,AC313,RS	74.3 	: 
PTP_RT,F,Y25-44,AC313,SI	: 	70.5 
PTP_RT,F,Y25-44,AC313,TR	78.9 	: 
PTP_RT,F,Y25-44,AC313,UK	44.6 	57.5 
PTP_RT,F,Y25-44,AC31A,AT	82.0 	: 
PTP_RT,F,Y25-44,AC31A,BE	75.2 	81.8 
PTP_RT,F,Y25-44,AC31A,BG	: 	88.2 
PTP_RT,F,Y25-44,AC31A,DE	75.3 	78.3 
PTP_RT,F,Y25-44,AC31A,EE	84.4 	89.5 
PTP_RT,F,Y25-44,AC31A,EL	82.1 	: 
PTP_RT,F,Y25-44,AC31A,ES	79.6 	85.4 
PTP_RT,F,Y25-44,AC31A,FI	80.5 	84.5 
PTP_RT,F,Y25-44,AC31A,FR	77.4 	81.5 
PTP_RT,F,Y25-44,AC31A,HU	85.6 	: 
PTP_RT,F,Y25-44,AC31A,IT	84.9 	83.0 
PTP_RT,F,Y25-44,AC31A,LT	: 	89.8 
PTP_RT,F,Y25-44,AC31A,LU	77.1 	: 
PTP_RT,F,Y25-44,AC31A,LV	: 	83.1 
PTP_RT,F,Y25-44,AC31A,NL	76.1 	: 
PTP_RT,F,Y25-44,AC31A,NO	86.3 	87.0 
PTP_RT,F,Y25-44,AC31A,PL	90.4 	95.1 
PTP_RT,F,Y25-44,AC31A,RO	86.3 	: 
PTP_RT,F,Y25-44,AC31A,RS	87.5 	: 
PTP_RT,F,Y25-44,AC31A,SI	: 	84.8 
PTP_RT,F,Y25-44,AC31A,TR	90.6 	: 
PTP_RT,F,Y25-44,AC31A,UK	79.6 	86.1 
PTP_RT,F,Y25-44,AC321,AT	66.7 	: 
PTP_RT,F,Y25-44,AC321,BE	23.4 	42.6 
PTP_RT,F,Y25-44,AC321,BG	: 	55.1 
PTP_RT,F,Y25-44,AC321,DE	55.6 	63.1 
PTP_RT,F,Y25-44,AC321,EE	47.4 	66.1 
PTP_RT,F,Y25-44,AC321,EL	57.2 	: 
PTP_RT,F,Y25-44,AC321,ES	52.4 	64.5 
PTP_RT,F,Y25-44,AC321,FI	49.5 	55.8 
PTP_RT,F,Y25-44,AC321,FR	62.6 	72.8 
PTP_RT,F,Y25-44,AC321,HU	52.2 	: 
PTP_RT,F,Y25-44,AC321,IT	75.6 	78.0 
PTP_RT,F,Y25-44,AC321,LT	: 	73.4 
PTP_RT,F,Y25-44,AC321,LU	28.6 	: 
PTP_RT,F,Y25-44,AC321,LV	: 	46.6 
PTP_RT,F,Y25-44,AC321,NL	50.9 	: 
PTP_RT,F,Y25-44,AC321,NO	61.2 	64.9 
PTP_RT,F,Y25-44,AC321,PL	57.8 	62.6 
PTP_RT,F,Y25-44,AC321,RO	52.5 	: 
PTP_RT,F,Y25-44,AC321,RS	62.8 	: 
PTP_RT,F,Y25-44,AC321,SI	: 	62.9 
PTP_RT,F,Y25-44,AC321,TR	75.4 	: 
PTP_RT,F,Y25-44,AC321,UK	44.7 	60.3 
PTP_RT,F,Y25-44,AC32A,AT	28.8 	: 
PTP_RT,F,Y25-44,AC32A,BE	60.7 	52.2 
PTP_RT,F,Y25-44,AC32A,BG	: 	31.3 
PTP_RT,F,Y25-44,AC32A,DE	36.5 	37.8 
PTP_RT,F,Y25-44,AC32A,EE	25.0 	27.1 
PTP_RT,F,Y25-44,AC32A,EL	24.7 	: 
PTP_RT,F,Y25-44,AC32A,ES	33.6 	34.5 
PTP_RT,F,Y25-44,AC32A,FI	57.8 	61.1 
PTP_RT,F,Y25-44,AC32A,FR	24.6 	22.9 
PTP_RT,F,Y25-44,AC32A,HU	30.8 	: 
PTP_RT,F,Y25-44,AC32A,IT	24.9 	21.7 
PTP_RT,F,Y25-44,AC32A,LT	: 	52.5 
PTP_RT,F,Y25-44,AC32A,LU	49.2 	: 
PTP_RT,F,Y25-44,AC32A,LV	: 	35.6 
PTP_RT,F,Y25-44,AC32A,NL	50.5 	: 
PTP_RT,F,Y25-44,AC32A,NO	30.1 	4.6 
PTP_RT,F,Y25-44,AC32A,PL	30.2 	46.8 
PTP_RT,F,Y25-44,AC32A,RO	37.8 	: 
PTP_RT,F,Y25-44,AC32A,RS	28.4 	: 
PTP_RT,F,Y25-44,AC32A,SI	: 	40.7 
PTP_RT,F,Y25-44,AC32A,TR	24.5 	: 
PTP_RT,F,Y25-44,AC32A,UK	49.4 	38.6 
PTP_RT,F,Y25-44,AC331,AT	34.9 	: 
PTP_RT,F,Y25-44,AC331,BE	24.5 	32.9 
PTP_RT,F,Y25-44,AC331,BG	: 	36.2 
PTP_RT,F,Y25-44,AC331,DE	31.3 	36.0 
PTP_RT,F,Y25-44,AC331,EE	14.9 	24.6 
PTP_RT,F,Y25-44,AC331,EL	26.0 	: 
PTP_RT,F,Y25-44,AC331,ES	27.1 	31.4 
PTP_RT,F,Y25-44,AC331,FI	40.3 	46.0 
PTP_RT,F,Y25-44,AC331,FR	20.6 	23.4 
PTP_RT,F,Y25-44,AC331,HU	33.4 	: 
PTP_RT,F,Y25-44,AC331,IT	21.0 	25.9 
PTP_RT,F,Y25-44,AC331,LT	: 	21.2 
PTP_RT,F,Y25-44,AC331,LU	24.7 	: 
PTP_RT,F,Y25-44,AC331,LV	: 	16.7 
PTP_RT,F,Y25-44,AC331,NL	35.1 	: 
PTP_RT,F,Y25-44,AC331,NO	42.0 	45.5 
PTP_RT,F,Y25-44,AC331,PL	23.9 	32.6 
PTP_RT,F,Y25-44,AC331,RO	29.7 	: 
PTP_RT,F,Y25-44,AC331,RS	29.9 	: 
PTP_RT,F,Y25-44,AC331,SI	: 	29.4 
PTP_RT,F,Y25-44,AC331,TR	22.6 	: 
PTP_RT,F,Y25-44,AC331,UK	28.6 	34.2 
PTP_RT,F,Y25-44,AC332,AT	29.2 	: 
PTP_RT,F,Y25-44,AC332,BE	22.6 	30.6 
PTP_RT,F,Y25-44,AC332,BG	: 	18.0 
PTP_RT,F,Y25-44,AC332,DE	10.4 	16.0 
PTP_RT,F,Y25-44,AC332,EE	8.0 	15.9 
PTP_RT,F,Y25-44,AC332,EL	21.5 	: 
PTP_RT,F,Y25-44,AC332,ES	15.9 	20.3 
PTP_RT,F,Y25-44,AC332,FI	4.6 	10.7 
PTP_RT,F,Y25-44,AC332,FR	16.2 	23.3 
PTP_RT,F,Y25-44,AC332,HU	14.8 	: 
PTP_RT,F,Y25-44,AC332,IT	20.9 	26.1 
PTP_RT,F,Y25-44,AC332,LT	: 	9.8 
PTP_RT,F,Y25-44,AC332,LU	27.8 	: 
PTP_RT,F,Y25-44,AC332,LV	: 	8.0 
PTP_RT,F,Y25-44,AC332,NL	7.4 	: 
PTP_RT,F,Y25-44,AC332,NO	9.0 	11.8 
PTP_RT,F,Y25-44,AC332,PL	15.7 	20.3 
PTP_RT,F,Y25-44,AC332,RO	25.7 	: 
PTP_RT,F,Y25-44,AC332,RS	23.6 	: 
PTP_RT,F,Y25-44,AC332,SI	: 	27.2 
PTP_RT,F,Y25-44,AC332,TR	10.9 	: 
PTP_RT,F,Y25-44,AC332,UK	11.1 	21.6 
PTP_RT,F,Y25-44,AC33A,AT	4.9 	: 
PTP_RT,F,Y25-44,AC33A,BE	2.1 	5.0 
PTP_RT,F,Y25-44,AC33A,BG	: 	8.5 
PTP_RT,F,Y25-44,AC33A,DE	3.0 	5.1 
PTP_RT,F,Y25-44,AC33A,EE	7.0 	10.1 
PTP_RT,F,Y25-44,AC33A,EL	1.5 	: 
PTP_RT,F,Y25-44,AC33A,ES	2.3 	5.9 
PTP_RT,F,Y25-44,AC33A,FI	8.3 	8.7 
PTP_RT,F,Y25-44,AC33A,FR	2.0 	6.1 
PTP_RT,F,Y25-44,AC33A,HU	1.5 	: 
PTP_RT,F,Y25-44,AC33A,IT	2.8 	4.4 
PTP_RT,F,Y25-44,AC33A,LT	: 	7.0 
PTP_RT,F,Y25-44,AC33A,LU	0.9 	: 
PTP_RT,F,Y25-44,AC33A,LV	: 	8.0 
PTP_RT,F,Y25-44,AC33A,NL	1.7 	: 
PTP_RT,F,Y25-44,AC33A,NO	3.8 	7.1 
PTP_RT,F,Y25-44,AC33A,PL	1.5 	4.7 
PTP_RT,F,Y25-44,AC33A,RO	5.8 	: 
PTP_RT,F,Y25-44,AC33A,RS	2.7 	: 
PTP_RT,F,Y25-44,AC33A,SI	: 	3.5 
PTP_RT,F,Y25-44,AC33A,TR	10.9 	: 
PTP_RT,F,Y25-44,AC33A,UK	1.5 	2.6 
PTP_RT,F,Y25-44,AC342,AT	1.2 	: 
PTP_RT,F,Y25-44,AC342,BE	3.0 	0.0 
PTP_RT,F,Y25-44,AC342,BG	: 	7.1 
PTP_RT,F,Y25-44,AC342,DE	2.0 	2.0 
PTP_RT,F,Y25-44,AC342,EE	0.8 	3.1 
PTP_RT,F,Y25-44,AC342,EL	0.4 	: 
PTP_RT,F,Y25-44,AC342,ES	1.4 	1.0 
PTP_RT,F,Y25-44,AC342,FI	100 	: 
PTP_RT,F,Y25-44,AC342,FR	0.6 	2.4 
PTP_RT,F,Y25-44,AC342,HU	5.0 	: 
PTP_RT,F,Y25-44,AC342,IT	0.4 	0.4 
PTP_RT,F,Y25-44,AC342,LT	: 	5.7 
PTP_RT,F,Y25-44,AC342,LU	6.5 	: 
PTP_RT,F,Y25-44,AC342,LV	: 	4.3 
PTP_RT,F,Y25-44,AC342,NL	3.4 	: 
PTP_RT,F,Y25-44,AC342,NO	100 	: 
PTP_RT,F,Y25-44,AC342,PL	0.9 	1.2 
PTP_RT,F,Y25-44,AC342,RO	10.1 	: 
PTP_RT,F,Y25-44,AC342,RS	3.5 	: 
PTP_RT,F,Y25-44,AC342,SI	: 	6.8 
PTP_RT,F,Y25-44,AC342,TR	3.6 	: 
PTP_RT,F,Y25-44,AC342,UK	1.9 	1.4 
PTP_RT,F,Y25-44,AC343,AT	11.9 	: 
PTP_RT,F,Y25-44,AC343,BE	9.7 	9.8 
PTP_RT,F,Y25-44,AC343,BG	: 	2.3 
PTP_RT,F,Y25-44,AC343,DE	12.1 	11.1 
PTP_RT,F,Y25-44,AC343,EE	7.5 	8.8 
PTP_RT,F,Y25-44,AC343,EL	4.2 	: 
PTP_RT,F,Y25-44,AC343,ES	2.2 	2.5 
PTP_RT,F,Y25-44,AC343,FI	16.5 	13.3 
PTP_RT,F,Y25-44,AC343,FR	5.2 	9.9 
PTP_RT,F,Y25-44,AC343,HU	8.0 	: 
